CODIGO,DESCRIPCION,COD.BARRA,TIPO,DEPARTAMENTO,U.COMPRA,PRECIO VENTA,U.VENTA,PESABLE,STOCK CRITICO,FACTOR VENTA,ULTIMO COSTO,FECHA,RUT PROVEEDOR,NOMBRE PROVEEDOR,STOCK
00007400,ILICIT ROJO MANDARINA 77.44,7804923031348,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-6
00007401,ILICIT 66.46 ROJO GRANADA,7804923031331,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-5
00007402,ILICIT RUBIO MEDIO CENIZA 7.11,7804923031485,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-11
00007403,ILICIT RUBIO CENIZA CLARO 8.1,7804923031522,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-12
00007404,ILICIT RUBIO EXTRA CLARO 9.0,7804923031553,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-7
00007405,ILICIT RUBIO ACLARANTE 10.0,7804923031560,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-6
00007406,ILICIT RUBIO EXTRA CLARO 9.1,7804923031577,VENTA,ARTICULOS DE AS,UNIDAD,3500,UNIDAD,,0000000000,.70,1948,00/00/0000,,,-5
00007407,CIF BA O GATILLO 500ML,7791290789906,VENTA,HOGAR          ,UNIDAD,2300,UNIDAD,,0000000000,.70,1329,00/00/0000,,,-9
00007408,CHUPA CHUPS XTREMES MORA AZUL 57G,0073390007935,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-54
00007409,CHUPA CHUPS XTREMES FRUTAS 57G,0073390018382,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-68
00007410,MENTOS TUTTI FRUTTI 29G,0000075068264,VENTA,SNACKS Y CONFIT,UNIDAD,550,UNIDAD,,0000000000,0.7,,00/00/0000,,,-189
00007411,NUGGETS DE SALMON AQUA 200G,7809611719331,VENTA,CONGELADOS     ,UNIDAD,1800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00007412,CANTIMPLORA CUERO,6901646543415,VENTA,HOGAR          ,UNIDAD,9100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007413,GATO SELECCION CHIRIMOYA 750CC,7804300158590,VENTA,BEBIDAS ALCOHOL,UNIDAD,3000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-9
00007414,DAILY TRADICIONAL 400ML,7809558101107,VENTA,ABARROTES      ,UNIDAD,2950,UNIDAD,,0000000000,0.7,,00/00/0000,,,-2
00007415,ACEITE DE OLIVA SALVATORE 1L,0799192181375,VENTA,ABARROTES      ,UNIDAD,13500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007416,ACEITE DE OLIVA SALVATORE 250ML,0799192181382,VENTA,ABARROTES      ,UNIDAD,4400,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00007417,RADIO PANEL SOLAR EWTTO,6925871610131,VENTA,TECNOLOGIA     ,UNIDAD,11000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007418,HEINEKEN 710ML,7802100006028,VENTA,BEBIDAS ALCOHOL,UNIDAD,1500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-306
00007419,LIMON SODA ZERO 3L,7801620002794,VENTA,BEBIDAS        ,UNIDAD,2800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-48
00007420,CRUSH ORANGE ZERO 3L,7801620007034,VENTA,BEBIDAS        ,UNIDAD,2800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-40
00007421,GALLETAS NAVIDAD MCKAY 170G,8445291609952,VENTA,SNACKS Y CONFIT,UNIDAD,1500,UNIDAD,,0000000000,.70,831,00/00/0000,,,-14
00007422,AZUCAR MERKAT 1KILO,7800743601903,VENTA,ABARROTES      ,UNIDAD,1650,UNIDAD,,0000000000,.70,990,00/00/0000,,,0
00007423,ARROZ GRAN SELECCION TUCAPEL 500G,7801420220145,VENTA,ABARROTES      ,UNIDAD,1300,UNIDAD,,0000000000,.70,740,00/00/0000,,,-18
00007424,SAVORY CASSATA PI A COLADA 1L,8445291571242,VENTA,HELADOS        ,UNIDAD,4000,UNIDAD,,0000000000,.70,,00/00/0000,,,-35
00007425,CUSQUE A NEGRA 473CCX6,7802130003103,VENTA,BEBIDAS ALCOHOL,UNIDAD,6200,UNIDAD,,0000000000,.70,,00/00/0000,,,-3
00007426,LUCES LED 12MTS 200U,6920243911823,VENTA,HOGAR          ,UNIDAD,5600,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00007427,GORRO NAVIDE O,7800678150068,VENTA,HOGAR          ,UNIDAD,1200,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007428,SUEROX FRUTOS ROJOS 630ML,7804651938094,VENTA,BEBIDAS        ,UNIDAD,3250,UNIDAD,,0000000000,.70,1764,00/00/0000,,,-3
00007429,PALL MALL AZUL CB 10UN,0000078031111,VENTA,TABAQUERIA     ,UNIDAD,2000,UNIDAD,,0000000000,.80,1340,00/00/0000,,,-39
00007430,VITAL S/G 2.5L,7802820252002,VENTA,BEBIDAS        ,UNIDAD,1550,UNIDAD,,0000000000,.70,900,00/00/0000,,,-12
00007431,NOVA CLASICA 1ROLLO 60 HOJAS,7806500406877,VENTA,ABARROTES      ,UNIDAD,1550,UNIDAD,,0000000000,.70,891,00/00/0000,,,-163
00007432,TABLETA BON O BON 30G,7802225582551,VENTA,SNACKS Y CONFIT,UNIDAD,700,UNIDAD,,0000000000,.70,388,00/00/0000,,,0
00007433,MONSTER ENERGY ZERO 473ML,7798422620137,VENTA,BEBIDAS        ,UNIDAD,1800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-188
00007434,TRAPERO GHOSH 10UNID,7804610402468,VENTA,ABARROTES      ,UNIDAD,2500,UNIDAD,,0000000000,.70,1302,00/00/0000,,,-6
00007435,SALCHICHAS SCWENCKE 250G 5UN,7804642980576,VENTA,CECINAS Y FIAMB,UNIDAD,1900,UNIDAD,,0000000000,.70,1200,00/00/0000,,,-4
00007436,YERBA MATE LIMON YIYI 400G,7801840000310,VENTA,ABARROTES      ,UNIDAD,5500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007437,YERBA MATE CON PALO YIYI 500G,7801840004004,VENTA,ABARROTES      ,UNIDAD,4300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007438,LEBLON AFTER SUN 190G,7800004005284,VENTA,HOGAR          ,UNIDAD,3500,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00007439,KETCHUP DON JUAN 900G,7802351612207,VENTA,ABARROTES      ,UNIDAD,2100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-14
00007440,MOSTAZA DON JUAN 900G,7802351312206,VENTA,ABARROTES      ,UNIDAD,1800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007441,AJI CHILENO DON JUAN 900G,7802351222208,VENTA,ABARROTES      ,UNIDAD,2100,UNIDAD,,0000000000,.70,1214,00/00/0000,,,-2
00007442,MAYONESA CASERA DON JUAN 900G,7802351000592,VENTA,ABARROTES      ,UNIDAD,2400,UNIDAD,,0000000000,.70,1389,00/00/0000,,,-11
00007443,HERSHEYS SPECIAL DARK 85G,7899970401657,VENTA,SNACKS Y CONFIT,UNIDAD,2600,UNIDAD,,0000000000,.70,1490,00/00/0000,,,-12
00007444,HERSHEYS COOKIES AND CREME 77G,7899970403026,VENTA,SNACKS Y CONFIT,UNIDAD,1900,UNIDAD,,0000000000,.70,1079,00/00/0000,,,-32
00007445,HERSHEYS CRISTAL 77G,7899970402845,VENTA,SNACKS Y CONFIT,UNIDAD,1900,UNIDAD,,0000000000,.70,1079,00/00/0000,,,-11
00007446,HERSHEYS 40% CACAO 82G,7899970402838,VENTA,SNACKS Y CONFIT,UNIDAD,1900,UNIDAD,,0000000000,.70,1079,00/00/0000,,,-15
00007447,HERSHEYS EXTRA CREMOSO 82G,7899970403002,VENTA,SNACKS Y CONFIT,UNIDAD,1900,UNIDAD,,0000000000,0.7,,00/00/0000,,,-29
00007448,HERSHEYS AIR 85G,7899970402586,VENTA,SNACKS Y CONFIT,UNIDAD,1900,UNIDAD,,0000000000,0.7,,00/00/0000,,,-29
00007449,HERSHEYS CON LECHE 82G,7899970402982,VENTA,SNACKS Y CONFIT,UNIDAD,1900,UNIDAD,,0000000000,0.7,,00/00/0000,,,-26
00007450,JUREL DEREYES 425G,7804609020581,VENTA,ABARROTES      ,UNIDAD,1700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-12
00007451,SURTIDO DE MARISCOS ANTARTIC 190G,7804621471385,VENTA,ABARROTES      ,UNIDAD,1950,UNIDAD,,0000000000,0.7,,00/00/0000,,,-8
00007452,CHORITOS AC ANTARTIC 190G,0084773470055,VENTA,ABARROTES      ,UNIDAD,2400,UNIDAD,,0000000000,.70,,00/00/0000,,,-16
00007453,FILETE DE SALMON,0201500000000,VENTA,CONGELADOS     ,UNIDAD,24000,UNIDAD,,0000000000,.70,0,00/00/0000,,,-2
00007454,KUNSTMANN LAGER 4U 330CC,7802107001354,VENTA,BEBIDAS ALCOHOL,UNIDAD,7800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-12
00007455,KUNSTMANN MIEL 4U 330CC,7802107000210,VENTA,BEBIDAS ALCOHOL,UNIDAD,7800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-10
00007456,KUNSTMANN ARANDANO 4U 330CC,7802107000265,VENTA,BEBIDAS ALCOHOL,UNIDAD,8200,UNIDAD,,0000000000,0.7,,00/00/0000,,,-11
00007457,DOLBEK PAMPA ALE 4U 330CC,7804616480095,VENTA,BEBIDAS ALCOHOL,UNIDAD,8000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-12
00007458,MARACUYA STONES 6U 470CC,7802100005694,VENTA,BEBIDAS ALCOHOL,UNIDAD,7100,UNIDAD,,0000000000,.78,4634,00/00/0000,,,-72
00007459,MAS WOMAN BALANCE 1.6L,7801620008727,VENTA,BEBIDAS        ,UNIDAD,1600,UNIDAD,,0000000000,0.7,,00/00/0000,,,-11
00007460,MAS WOMAN BEAUTY SKIN 1.6L,7801620008734,VENTA,BEBIDAS        ,UNIDAD,1600,UNIDAD,,0000000000,0.7,,00/00/0000,,,-35
00007461,SEVEN UP ZERO 2L,7801620855161,VENTA,BEBIDAS        ,UNIDAD,1700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-12
00007462,KEM EXTREME 2L,7801620010621,VENTA,BEBIDAS        ,UNIDAD,2600,UNIDAD,,0000000000,0.7,,00/00/0000,,,-36
00007463,MU ECA COCHE METAL,0000000100136,VENTA,JUGUETERIA     ,UNIDAD,10000,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00007464,SET AUTOS 25U,0000000068513,VENTA,JUGUETERIA     ,UNIDAD,3100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007465,BARBIE PROFESORA,0000000096217,VENTA,JUGUETERIA     ,UNIDAD,5500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-2
00007466,FASHION TRAVEL,0000000098785,VENTA,JUGUETERIA     ,UNIDAD,7500,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00007467,CAJA BLOQUES CONTRUCCION LEGO,0000000099356,VENTA,JUGUETERIA     ,UNIDAD,5000,UNIDAD,,0000000000,.70,,00/00/0000,,,0
00007468,PISTOLA DE AGUA USB,0000000099315,VENTA,JUGUETERIA     ,UNIDAD,5200,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007469,PISTOLA DE BURBUJAS,0000000077992,VENTA,JUGUETERIA     ,UNIDAD,5200,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007470,AUTO DINO CONTROL REMOTO,0000000099915,VENTA,JUGUETERIA     ,UNIDAD,8200,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007471,CUTE PETS,0000000100274,VENTA,JUGUETERIA     ,UNIDAD,3300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007472,MINI PET HOME SET GATO,0000000101478,VENTA,JUGUETERIA     ,UNIDAD,4500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-2
00007473,CAMARON ECUATORINO 1KG,7801323001339,VENTA,CONGELADOS     ,UNIDAD,17300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007474,CAMARON ECUATORIANO 500G,7801323001414,VENTA,CONGELADOS     ,UNIDAD,8800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007475,STEAK DE ATUN EL GOLFO 180G,7801323001049,VENTA,CONGELADOS     ,UNIDAD,4300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007476,CAMARON EL GOLFO 100G,7801323001582,VENTA,CONGELADOS     ,UNIDAD,1900,UNIDAD,,0000000000,0.7,,00/00/0000,,,-24
00007477,CASSATA VAINILLA BRESLER 1L,7805000305284,VENTA,HELADOS        ,UNIDAD,4300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-13
00007478,CASSATA SUNY BRESLER 1L,7802705401495,VENTA,HELADOS        ,UNIDAD,4300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007479,CASSATA FRUGELE FRUTOS BRESLER 1L,7802705401037,VENTA,HELADOS        ,UNIDAD,4300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007480,CARNE MOLIDA RUPANCO 250G,7804662550049,VENTA,CONGELADOS     ,UNIDAD,1650,UNIDAD,,0000000000,.70,,00/00/0000,,,-59
00007481,CHURRASCO ESPECIAL RUPANCO 110G,7804662550070,VENTA,CONGELADOS     ,UNIDAD,1100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-16
00007482,MARUCHAN BOWL POLLO 94G,0041789003912,VENTA,ABARROTES      ,UNIDAD,2500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007483,MARUCHAN YAKISOBA 115G,0041789007927,VENTA,ABARROTES      ,UNIDAD,2800,UNIDAD,,0000000000,.70,1504,00/00/0000,,,-15
00007484,QUESO CHEDDAR KRAFT 75G,7804613393084,VENTA,LACTEOS        ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-19
00007485,MANTTEQUILLA KUMEY 250G,7808757000006,VENTA,LACTEOS        ,UNIDAD,3000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-11
00007486,MANTEQUILLA LA VAQUITA 250G,7804613390748,VENTA,LACTEOS        ,UNIDAD,3000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-22
00007487,MATER DOG POLLO 100G,7802575531728,VENTA,MASCOTAS       ,UNIDAD,850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-80
00007488,CEPILLO CHIKOOL,6926597174747,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,700,00/00/0000,,,-4
00007489,CEPILLO CHIKOOL NI O,6926597171340,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-4
00007490,CRIOLLITAS RETRO 140G,8445290912336,VENTA,SNACKS Y CONFIT,UNIDAD,1800,UNIDAD,,0000000000,.70,1050,00/00/0000,,,-23
00007491,PICADO POLLO ARVEJADO 250G,7613036510585,VENTA,ABARROTES      ,UNIDAD,2750,UNIDAD,,0000000000,.70,1612,00/00/0000,,,-3
00007492,OMO BICARBONATO 800G,7791290796027,VENTA,ARTICULOS DE AS,UNIDAD,2850,UNIDAD,,0000000000,.70,1648,00/00/0000,,,-14
00007493,AZUCAR DORASOL 900G,7804608224430,VENTA,ABARROTES      ,UNIDAD,1400,UNIDAD,,0000000000,.70,731,00/00/0000,,,-105
00007494,GRETEL PIE DE LIMON 85G,7802215507274,VENTA,SNACKS Y CONFIT,UNIDAD,1350,UNIDAD,,0000000000,.70,661,00/00/0000,,,-67
00007495,ONETEST EMBARAZO,7804676070014,VENTA,HOGAR          ,UNIDAD,1500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-17
00007496,SENSOR PLUS EXTRA RESISTENTE 3UNID,7804676070144,VENTA,HOGAR          ,UNIDAD,1650,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007497,SPRIM FLIPY 1L,7802575224859,VENTA,ABARROTES      ,UNIDAD,300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-16
00007498,ALGUICIDA XTRA POWER 1L,7804630753328,VENTA,HOGAR          ,UNIDAD,3200,UNIDAD,,0000000000,.70,1700,00/00/0000,,,-3
00007499,PAPEL HIGIENICO REGIO 4X25M,7804670690614,VENTA,HOGAR          ,UNIDAD,1300,UNIDAD,,0000000000,.70,714,00/00/0000,,,-12
00007500,VINO EXPORTACION TROPICAL 1.5L,7804320762814,VENTA,BEBIDAS ALCOHOL,UNIDAD,5000,UNIDAD,,0000000000,.70,2589,00/00/0000,,,-6
00007501,DOMINO SET ESTUCHE DE COLORES,0000000872367,VENTA,JUGUETERIA     ,UNIDAD,3500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007502,OSOBUCO DE VACUNO,0201400000000,VENTA,CARNICERIA     ,UNIDAD,8500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-7
00007503,ASADO DE TIRA,0201290000000,VENTA,CARNICERIA     ,UNIDAD,9000,UNIDAD,,0000000000,.70,0,00/00/0000,,,-26
00007504,CORTE DE VACUNO,0201330000000,VENTA,CARNICERIA     ,UNIDAD,10500,UNIDAD,,0000000000,.70,0,00/00/0000,,,-26
00007505,CARNE MOLIDA,0201340000000,VENTA,CARNICERIA     ,UNIDAD,7000,UNIDAD,,0000000000,.70,,00/00/0000,,,0
00007506,MALAYA DE VACUNO,0201430000000,VENTA,CARNICERIA     ,UNIDAD,7500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00007507,ENTRA A DE VACUNO FRESCO,0201440000000,VENTA,CARNICERIA     ,UNIDAD,9990,UNIDAD,,0000000000,.70,,00/00/0000,,,0
00007508,MOSTAZA DON JUAN 250G,7802351315009,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,591,00/00/0000,,,-13
00007509,HAMB GRILL TASTE LA PREFERIDA 100G,7801916039886,VENTA,CONGELADOS     ,UNIDAD,950,UNIDAD,,0000000000,.70,549,00/00/0000,,,-121
00007510,WYN LAVALOZAS ULTRA 500ML,7804609730770,VENTA,HOGAR          ,UNIDAD,3000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-11
00007511,AXE PURE COCONUT 150ML,7791293051031,VENTA,ARTICULOS DE AS,UNIDAD,2500,UNIDAD,,0000000000,.70,,00/00/0000,,,-2
00007512,QUIX ULTRA 500ML,7805000323547,VENTA,HOGAR          ,UNIDAD,2600,UNIDAD,,0000000000,0.7,,00/00/0000,,,-11
00007513,JAB HYGIENIC SIMONDS 500ML,7804945033085,VENTA,ARTICULOS DE AS,UNIDAD,3300,UNIDAD,,0000000000,.70,,00/00/0000,,,-7
00007514,RADIO EWTTO SOLAR,6925871620093,VENTA,TECNOLOGIA     ,UNIDAD,11000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00007515,UNO MERCY,0194735220809,VENTA,JUGUETERIA     ,UNIDAD,5600,UNIDAD,,0000000000,0.7,,00/00/0000,,,-2
00007516,CORTA PLUMA,8519131938349,VENTA,JUGUETERIA     ,UNIDAD,2700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-4
00007517,ADORNO NAVIDE O GRANDE 1U,0000001201156,VENTA,JUGUETERIA     ,UNIDAD,650,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00007518,BOLSA APIO,1000000075182,VENTA,VERDURAS       ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-139
00007519,BOLSA SURTIDO ZANAHORIA,1000000075199,VENTA,VERDURAS       ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-9
00007520,TRIPCAK COCA COLA-SPRITE 9L,7801610351000,VENTA,BEBIDAS        ,UNIDAD,9800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007521,TRIPACK COCA COLA-FANTA 9L,7801610350003,VENTA,BEBIDAS        ,UNIDAD,9800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-8
00007522,PAPA CORTE AMERICANO MARCO POLO 170G,7802420008658,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,,00/00/0000,,,-205
00007523,NUTELLA B-READY 22G,7898024397915,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-16
00007524,SIDDHARTA NATURAL ENERGY 473ML,7804673610282,VENTA,BEBIDAS        ,UNIDAD,2200,UNIDAD,,0000000000,.70,1292,00/00/0000,,,-10
00007525,CAFE MOLIDO COPACABANA 250G,7801315000326,VENTA,ABARROTES      ,UNIDAD,4800,UNIDAD,,0000000000,.70,2792,00/00/0000,,,-3
00007526,NUTELLA 200G,0000080135463,VENTA,SNACKS Y CONFIT,UNIDAD,7000,UNIDAD,,0000000000,.70,4146,00/00/0000,,,-18
00007527,ESENCIA DE VAINILLA EDRA 155ML,7802420006401,VENTA,ABARROTES      ,UNIDAD,1200,UNIDAD,,0000000000,.70,671,00/00/0000,,,-9
00007528,SALSA TARTARA 90G,7802351002268,VENTA,ABARROTES      ,UNIDAD,850,UNIDAD,,0000000000,.70,491,00/00/0000,,,-18
00007529,MANI SALADO MP 150G,7802420009518,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,.70,647,00/00/0000,,,-34
00007530,MANI SALADO MP 23G,7802420004223,VENTA,SNACKS Y CONFIT,UNIDAD,300,UNIDAD,,0000000000,.70,172,00/00/0000,,,-46
00007531,GUAGUITAS SPAK 22GR,7802229000891,VENTA,SNACKS Y CONFIT,UNIDAD,300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-17
00007532,MARSHMALLOWS SPAK 40G,7802229000792,VENTA,SNACKS Y CONFIT,UNIDAD,650,UNIDAD,,0000000000,0.7,,00/00/0000,,,-7
00007533,SHAMPOO Y ACONDICIONADOR LOL 300ML,7804915011198,VENTA,ARTICULOS DE AS,UNIDAD,2500,UNIDAD,,0000000000,.70,,00/00/0000,,,-9
00007534,FELIX GATITOS 85G,7891000240588,VENTA,MASCOTAS       ,UNIDAD,1000,UNIDAD,,0000000000,.70,460,00/00/0000,,,-41
00007535,SPIRIT MARACUYA 275ML,8411640010908,VENTA,BEBIDAS ALCOHOL,UNIDAD,2000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-24
00007536,SPIRIT PI A 275ML,8411640001098,VENTA,BEBIDAS ALCOHOL,UNIDAD,2000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-32
00007537,SPIRIT BLUEBERRY 275ML,8411640001371,VENTA,BEBIDAS ALCOHOL,UNIDAD,2000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-71
00007538,SPIRIT MOJITO 275ML,8411640001340,VENTA,BEBIDAS ALCOHOL,UNIDAD,2000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-73
00007539,ESPUMANTE DURAZNO BUNNY 750ML,7804664800050,VENTA,BEBIDAS        ,UNIDAD,4700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00007540,ESPUMANTE FRUTILLA BUNNY 750ML,7804664800074,VENTA,BEBIDAS        ,UNIDAD,4700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00007541,RAMAZZOTI ROSATO 700ML,8006550340230,VENTA,BEBIDAS ALCOHOL,UNIDAD,14000,UNIDAD,,0000000000,.70,5693,00/00/0000,,,-8
00007542,RAMAZZOTI VIOLETTO 700ML,8006550342067,VENTA,BEBIDAS ALCOHOL,UNIDAD,14000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007543,CANELA MOLIDA 15G,7802410061373,VENTA,ABARROTES      ,UNIDAD,700,UNIDAD,,0000000000,.70,420,00/00/0000,,,-12
00007544,PAP ZERO 3L,7801620005078,VENTA,BEBIDAS        ,UNIDAD,2800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-48
00007545,BILZ ZERO 3L,7801620005085,VENTA,BEBIDAS        ,UNIDAD,2800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-42
00007546,PALL MALL AZUL 18U,0000078031258,VENTA,EXENTO         ,UNIDAD,3200,UNIDAD,,0000000000,.70,,00/00/0000,,,-253
00007547,CAPUCCINO NESCAFE 14G,8445291584563,VENTA,ABARROTES      ,UNIDAD,600,UNIDAD,,0000000000,.70,,00/00/0000,,,-282
00007549,OFERTA PF CORTE AMER 230G X2 MP,0000000009023,VENTA,ABARROTES      ,UNIDAD,2000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-6
00007550,BENEDICTINO C/G 2L,7802820441789,VENTA,ABARROTES      ,UNIDAD,1400,UNIDAD,,0000000000,.70,781,00/00/0000,,,-12
00007551,BENEDICTINO S/G 2L,7802820441802,VENTA,ABARROTES      ,UNIDAD,1400,UNIDAD,,0000000000,.70,,00/00/0000,,,-19
00007552,CLARIFICADOR DECANTADOR AGUACOL 1L,7804630753311,VENTA,HOGAR          ,UNIDAD,3500,UNIDAD,,0000000000,.70,1842,00/00/0000,,,-10
00007553,ACOND KADUS FINAS HIERBAS 900ML,7804947005486,VENTA,HOGAR          ,UNIDAD,1850,UNIDAD,,0000000000,.70,966,00/00/0000,,,-4
00007554,ACOND MANZANILLA KADUS 900ML,7804947006452,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,.70,966,00/00/0000,,,-2
00007555,JABON KADUS HIGIENIZANTE 900ML,7804947005226,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007556,ACOND KADUS ROSADO 900ML,7804947005462,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007557,SHAMPOO ALMENDRAS KADUS 900ML,7804947005448,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007558,SHAMPOO MANZANA 900ML KADUS,7804947005424,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007559,SHAMPOO MIEL KADUS 900ML,7804947005417,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007560,SHAMPOO MANZANILLA KADUS 900ML,7804947006438,VENTA,ARTICULOS DE AS,UNIDAD,1850,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007561,CARBON RUCAPELLAN,7193195890006,VENTA,ABARROTES      ,UNIDAD,2800,UNIDAD,,0000000000,0.7,,00/00/0000,,,-21
00007562,FANTA POMELO LATA 350ML,7801610002445,VENTA,BEBIDAS        ,UNIDAD,1100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-60
00007563,QUESO GAUDA HUILCO TROZO,0206510000000,VENTA,ABARROTES      ,UNIDAD,11950,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00007564,HIGADO,0201370000000,VENTA,CARNICERIA     ,UNIDAD,5000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00007565,BISTEC DE VACUNO,0201380000000,VENTA,CARNICERIA     ,UNIDAD,9800,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
